abusador	-2.6	0.4899	[-3, -2, -3, -3, -2, -3, -2, -2, -3, -3]
abusadores	-2.6	1.0198	[-2, -3, -3, -3, -3, -2, -3, -4, -3, 0]
abusando	-2.0	1.41421	[-1, -2, -2, -4, -4, -2, -3, -1, 1, -2]
abusivamente	-2.8	0.6	[-3, -4, -3, -2, -3, -2, -2, -3, -3, -3]
abusividade	-2.5	0.92195	[-2, -4, -2, -3, -2, -3, -4, -2, -1, -2]
abusividades	-3.0	0.63246	[-3, -3, -4, -3, -4, -2, -2, -3, -3, -3]
abusivo	-3.2	0.74833	[-4, -3, -3, -4, -4, -3, -4, -2, -3, -2]
abuso	-3.2	0.6	[-4, -2, -3, -4, -3, -4, -3, -3, -3, -3]
abusos	-2.6	0.66332	[-3, -2, -3, -3, -3, -3, -1, -2, -3, -3]
abutre	-2.0	0.89443	[-2, -3, -1, -2, -1, -1, -1, -3, -3, -3]
abutres	-1.3	1.55242	[-2, -3, -2, 2, -2, -2, -3, -1, -1, 1]
acalmado	1.6	0.4899	[2, 2, 2, 1, 1, 1, 2, 1, 2, 2]
acalmando	1.7	0.78102	[2, 1, 3, 2, 2, 1, 3, 1, 1, 1]
acalmar	1.5	0.92195	[3, 2, 2, 1, 2, 0, 2, 0, 2, 1]
acalmou	0.5	1.43178	[2, -3, 1, 1, 0, 1, 1, 1, 2, -1]
aceita	1.3	0.45826	[1, 2, 1, 1, 1, 2, 2, 1, 1, 1]
aceitabilidade	1.6	0.66332	[0, 2, 2, 2, 1, 2, 2, 2, 1, 2]
aceitacao	2.0	0.63246	[3, 1, 3, 2, 1, 2, 2, 2, 2, 2]
aceitacoes	1.7	0.78102	[3, 1, 1, 1, 2, 2, 1, 2, 3, 1]
aceitando	1.6	0.66332	[2, 2, 2, 1, 1, 2, 1, 3, 1, 1]
aceitar	1.6	0.91652	[2, 1, 2, 1, 1, 2, 4, 1, 1, 1]
aceitaram	1.1	0.3	[1, 1, 1, 1, 1, 2, 1, 1, 1, 1]
aceitavel	1.3	0.45826	[1, 2, 1, 1, 1, 2, 1, 1, 2, 1]
aceitavelmente	1.5	0.67082	[3, 2, 1, 1, 1, 2, 1, 1, 2, 1]
acidental	-0.3	0.45826	[-1, -1, 0, 0, 0, 0, 0, 0, -1, 0]
acidentalmente	-1.4	0.91652	[-2, 0, -2, 0, -3, -1, -1, -1, -2, -2]
acidente	-2.1	0.83066	[-2, -2, -1, -3, -4, -2, -2, -1, -2, -2]
acidentes	-1.3	0.78102	[-1, -1, -1, -1, -2, 0, -3, -1, -2, -1]
acionado	1.7	1.1	[1, 1, 2, 2, 1, 0, 2, 3, 4, 1]
acolhedor	1.9	0.7	[2, 2, 1, 1, 2, 2, 2, 3, 3, 1]
acometido	-2.3	0.9	[0, -2, -2, -2, -2, -3, -3, -3, -3, -3]
acordado	1.1	0.53852	[1, 1, 2, 1, 1, 2, 1, 0, 1, 1]
acordo	2.2	0.74833	[2, 1, 1, 3, 3, 3, 2, 2, 2, 3]
acordos	1.1	1.13578	[0, 1, 0, 1, 1, 2, 1, 0, 4, 1]
acrimonioso	-1.7	1.73494	[-1, -3, -2, -3, 3, -3, -1, -2, -2, -3]
acumular-se	-1.1	1.13578	[-2, 1, 0, -1, 0, -1, -3, -2, -2, -1]
acusa	-1.4	1.0198	[-2, -1, -2, 1, -2, -3, -1, -2, -1, -1]
acusacao	-1.0	1.09545	[-1, -1, -2, -2, -2, -1, -1, -1, 2, -1]
acusacoes	-1.3	1.26886	[-2, -2, -1, -3, -2, -1, -1, 2, -2, -1]
acusado	-1.2	1.46969	[-2, -1, -2, 2, -2, -3, -2, -2, -1, 1]
acusador	-2.1	0.83066	[-2, -2, -1, -2, -3, -3, -3, -1, -1, -3]
acusadores	-2.0	0.63246	[-3, -2, -2, -3, -1, -2, -2, -1, -2, -2]
acusando	-0.7	1.34536	[-2, -1, -1, 1, -3, -1, -1, 2, -1, 0]
acusar	-0.8	1.53623	[-3, -1, -1, -2, 1, -2, 1, -2, 2, -1]
acusavel	-1.8	0.4	[-2, -2, -2, -2, -1, -1, -2, -2, -2, -2]
adequado	0.9	0.7	[0, 0, 1, 1, 0, 2, 1, 1, 2, 1]
adiado	-0.8	0.4	[-1, -1, 0, 0, -1, -1, -1, -1, -1, -1]
adiando	-0.5	0.5	[0, -1, 0, -1, 0, 0, 0, -1, -1, -1]
adiar	-1.2	0.6	[-1, -2, -1, 0, -1, -2, -2, -1, -1, -1]
adivinhacao	1.7	1.1	[2, 3, 0, 1, 2, 1, 3, 3, 2, 0]
adivinhado	0.8	1.16619	[1, 0, 3, 0, 0, 1, 0, 3, 0, 0]
adivinhador	1.6	1.42829	[4, 1, 0, 0, 1, 3, 3, 0, 1, 3]
adivinhadores	1.2	1.16619	[0, 1, 0, 2, 2, 0, 3, 1, 3, 0]
adivinhando	0.9	1.37477	[0, -1, 2, 0, 1, 0, 2, 4, 1, 0]
adivinho	0.3	0.9	[0, 0, 3, 0, 0, 0, 0, 0, 0, 0]
administrador	1.0	0.89443	[2, 2, 0, 1, 1, 0, 2, 0, 2, 0]
admira	1.5	0.67082	[3, 1, 1, 2, 1, 2, 2, 1, 1, 1]
admirabilidade	2.4	0.4899	[2, 3, 3, 3, 3, 2, 2, 2, 2, 2]
admiracao	2.5	0.80623	[3, 1, 1, 3, 3, 2, 3, 3, 3, 3]
admiracoes	1.6	0.66332	[2, 2, 1, 1, 2, 2, 2, 2, 2, 0]
admirado	1.2	1.53623	[0, 4, 0, 0, 0, 2, 2, 3, 2, -1]
admirador	1.8	0.74833	[2, 1, 1, 2, 3, 2, 3, 1, 1, 2]
admiradores	1.6	0.66332	[2, 2, 2, 1, 0, 2, 2, 2, 1, 2]
admirando	1.6	0.8	[1, 2, 1, 1, 3, 3, 2, 1, 1, 1]
admirar	2.1	0.83066	[3, 3, 1, 3, 3, 2, 1, 2, 1, 2]
admiravel	2.6	0.66332	[2, 3, 3, 3, 4, 3, 2, 2, 2, 2]
admiravelmente	2.5	0.67082	[2, 3, 3, 3, 4, 2, 2, 2, 2, 2]
admite	1.2	0.87178	[1, 2, 2, 2, 0, 0, 1, 2, 0, 2]
admitem	0.8	1.07703	[0, 0, 0, 0, 0, 1, 3, 2, 2, 0]
admitiu	0.4	0.66332	[0, 1, 0, 1, 0, 0, 2, 0, 0, 0]
admoestado	-1.9	0.9434	[-2, -2, -2, -1, -2, -3, -1, -1, -1, -4]
adoecer	-1.9	0.7	[-2, -3, -1, -3, -1, -1, -2, -2, -2, -2]
adora	1.6	0.66332	[2, 1, 3, 2, 2, 1, 1, 1, 2, 1]
adorabilidade	2.2	0.74833	[2, 2, 2, 2, 1, 2, 3, 2, 4, 2]
adoracao	2.9	0.7	[3, 3, 3, 2, 3, 3, 4, 2, 4, 2]
adoracoes	2.2	0.87178	[2, 2, 3, 1, 3, 1, 3, 3, 1, 3]
adoradamente	1.1	1.3	[0, 0, 0, 1, 3, 0, 3, 3, 1, 0]
adorado	1.8	0.87178	[2, 3, 3, 2, 2, 1, 1, 0, 2, 2]
adorador	1.0	1.0	[0, 0, 2, 3, 0, 2, 1, 1, 1, 0]
adoradores	0.9	0.83066	[0, 0, 0, 2, 1, 1, 1, 2, 2, 0]
adorando	1.6	1.28062	[1, 3, 3, 3, 0, 3, 1, 0, 2, 0]
adorar	2.6	0.91652	[3, 3, 1, 2, 3, 3, 3, 4, 1, 3]
adoravel	2.2	0.6	[3, 2, 2, 3, 2, 2, 1, 3, 2, 2]
adoravelmente	2.4	0.8	[2, 3, 2, 3, 3, 3, 3, 1, 1, 3]
adorna	0.5	1.56525	[3, -1, 1, 0, 2, -1, 3, -1, 0, -1]
adornado	0.8	1.249	[1, 1, 0, 2, -1, 3, -1, 2, 1, 0]
adornando	1.0	0.7746	[0, 0, 1, 1, 1, 2, 2, 1, 0, 2]
adornar	0.9	0.53852	[1, 1, 1, 0, 2, 1, 1, 0, 1, 1]
adorno	1.3	0.78102	[1, 1, 1, 2, 1, 3, 1, 2, 1, 0]
adornos	0.9	0.9434	[2, 2, 0, 1, -1, 2, 1, 1, 0, 1]
adota	0.7	0.64031	[0, 0, 1, 2, 1, 0, 1, 1, 0, 1]
adotar	0.7	0.64031	[0, 0, 1, 1, 1, 0, 1, 0, 1, 2]
adulador	-0.3	1.9	[-4, 2, -1, 1, 2, 2, -2, -1, -1, -1]
aduladores	0.3	1.84662	[2, 1, -2, 1, 0, -4, 2, 1, 2, 0]
adversamente	-0.1	1.37477	[0, -2, -1, 0, -1, -1, 1, 1, 3, -1]
adversario	-1.5	0.92195	[-2, 0, -1, -3, -2, -2, 0, -1, -2, -2]
adversarios	-1.0	0.63246	[-1, -1, -1, -1, 0, -2, -2, -1, -1, 0]
adversativo	-1.2	0.74833	[-1, -1, -2, -1, -1, -1, -3, -1, 0, -1]
adversidade	-0.6	1.35647	[-1, -2, -1, 2, -1, -2, -1, 2, -1, -1]
adversidades	-1.0	0.7746	[-1, -1, -2, -1, -2, 1, -1, -1, -1, -1]
adverte	-0.4	1.0198	[1, -1, -1, 1, -1, -1, -2, 1, 0, -1]
advertir	-0.4	1.35647	[0, -1, 0, -2, -1, 2, 1, -2, 1, -2]
afeccoes	1.5	1.11803	[-1, 3, 2, 2, 1, 1, 2, 1, 3, 1]
afeicao	2.4	0.8	[3, 2, 2, 3, 4, 1, 3, 2, 2, 2]
afetado	-0.6	1.35647	[-1, -2, 0, -2, 0, 0, 2, -2, 1, -2]
afetivo	1.9	1.04403	[3, 3, 2, 0, 2, 2, 2, 3, 2, 0]
afetuoso	1.9	1.13578	[1, 0, 3, 1, 3, 2, 2, 1, 2, 4]
aflicoes	-1.9	0.83066	[-2, -2, -2, -1, -2, -3, -3, 0, -2, -2]
afligido	-1.5	1.0247	[-1, -2, -3, -2, 1, -1, -1, -2, -2, -2]
afoga	-2.2	1.6	[-3, -3, -3, -4, -2, -3, -1, -2, 2, -3]
afogado	-2.9	0.7	[-2, -3, -3, -3, -2, -4, -4, -2, -3, -3]
afogar	-2.7	1.00499	[-4, -2, -2, -4, -4, -2, -3, -1, -3, -2]
afortunado	1.9	0.53852	[2, 2, 1, 1, 2, 2, 2, 3, 2, 2]
afu	-2.9	0.83066	[-3, -3, -3, -3, -3, -1, -4, -4, -2, -3]
agarrado	-1.6	1.68523	[-2, -2, -3, 2, -2, -3, -3, 1, -1, -3]
agita	-1.4	0.8	[-2, 0, -1, -2, -1, -1, -3, -1, -2, -1]
agitacao	-1.0	1.09545	[-2, -1, 1, -1, -2, -1, -2, -1, 1, -2]
agitacoes	-1.3	1.18743	[-1, -2, -1, -3, -2, -3, 0, -1, 1, -1]
agitado	-2.0	0.63246	[-2, -2, -2, -2, -1, -3, -3, -2, -2, -1]
agitador	-0.1	1.13578	[1, 2, 0, 0, 0, 0, -2, 0, -2, 0]
agitadores	-2.1	0.9434	[-2, -3, -3, -2, -2, -1, -3, -2, 0, -3]
agitando	-1.8	0.87178	[-2, -1, -1, -1, -2, -3, -1, -3, -3, -1]
agitar	-1.7	0.64031	[-2, -2, -3, -1, -1, -1, -2, -1, -2, -2]
agitativo	-1.3	1.26886	[-2, -2, -1, -2, -1, -3, 1, -2, 1, -2]
agitavel	-0.3	1.00499	[2, -1, 0, 0, -1, -2, 0, 0, -1, 0]
agog	1.9	0.7	[2, 1, 3, 3, 2, 1, 2, 2, 1, 2]
agonia	-1.8	1.16619	[-3, -1, -2, -4, -2, -1, 0, -3, -1, -1]
agoniza	-2.4	0.91652	[-1, -4, -3, -3, -2, -2, -2, -3, -1, -3]
agonizante	-2.3	0.64031	[-2, -3, -3, -2, -2, -2, -2, -3, -1, -3]
agonizantemente	-2.3	1.48661	[-3, -1, -3, -4, -4, -2, -3, 1, -1, -3]
agonizar	-2.1	0.9434	[-3, -3, -2, -3, -1, -3, -1, -3, -1, -1]
agraciado	0.9	1.04403	[1, 1, 2, -2, 1, 1, 1, 2, 1, 1]
agrada	1.7	0.45826	[2, 1, 2, 2, 1, 1, 2, 2, 2, 2]
agradavel	1.8	0.4	[2, 1, 2, 1, 2, 2, 2, 2, 2, 2]
agradavelmente	1.6	0.4899	[1, 1, 2, 1, 1, 2, 2, 2, 2, 2]
agradecidamente	1.8	0.6	[2, 1, 2, 1, 2, 3, 2, 2, 1, 2]
agradecido	1.9	1.22066	[1, 3, 1, 1, 1, 1, 4, 4, 2, 1]
agradecimento	2.1	1.44568	[3, 3, 4, 2, 2, 1, -1, 1, 2, 4]
agrava	-1.9	0.83066	[-3, -2, -2, -2, -3, -1, -2, -2, 0, -2]
agravado	-1.9	1.04403	[-4, -3, -3, -1, -1, -1, -1, -2, -2, -1]
agravante	-1.2	0.9798	[-2, -2, -1, -2, -2, -1, 0, 1, -1, -2]
agravar	-2.5	0.80623	[-3, -3, -2, -3, -2, -4, -3, -2, -2, -1]
agravos	-1.1	0.83066	[-1, -1, -1, -1, -1, -1, 0, -2, 0, -3]
agredindo	-0.6	1.28062	[-1, -2, -1, 0, -1, -2, 2, -2, 1, 0]
agressao	-1.3	1.55242	[-2, -2, 2, -2, -1, -3, -3, -1, 1, -2]
agressivamente	-1.3	1.55242	[-1, -2, 3, -2, -3, -2, -1, -1, -2, -2]
agressividade	-1.8	0.74833	[-1, -2, -1, -2, -2, -1, -3, -1, -3, -2]
agressividades	-1.4	1.28062	[-1, -1, -1, -2, 2, -2, -2, -2, -3, -2]
agressivo	-1.4	0.4899	[-1, -1, -1, -1, -2, -1, -2, -2, -2, -1]
agressoes	-0.5	1.43178	[-1, -2, -1, -1, -3, 0, -1, 1, 2, 1]
agressor	-0.8	1.32665	[-2, 0, -1, 2, -2, -2, -1, -1, -2, 1]
agressores	-0.9	1.13578	[-2, -2, -1, -1, -1, 1, 1, 0, -2, -2]
agridoce	-0.3	0.64031	[0, -1, 0, 0, 0, 0, 0, 0, -2, 0]
aguarda	0.3	0.78102	[0, 0, 0, 1, 2, 1, 0, 0, -1, 0]
aguardam	0.4	0.4899	[0, 0, 0, 1, 0, 1, 0, 1, 1, 0]
agudeza	1.4	0.4899	[1, 1, 2, 2, 1, 1, 1, 2, 2, 1]
aguilhado	-2.4	0.91652	[-3, -1, -3, -1, -2, -2, -3, -4, -2, -3]
ai	-1.8	0.6	[-3, -2, -2, -2, -1, -1, -2, -1, -2, -2]
ajuda	1.6	0.4899	[1, 1, 1, 2, 2, 2, 1, 2, 2, 2]
ajudando	1.2	0.6	[2, 1, 1, 2, 0, 1, 1, 1, 2, 1]
ajudante	1.4	0.8	[1, 1, 0, 1, 1, 2, 1, 2, 3, 2]
ajudantes	1.1	0.83066	[1, 1, 0, 2, 1, 1, 1, 1, 3, 0]
alarmado	-1.4	0.4899	[-2, -1, -2, -2, -1, -1, -1, -2, -1, -1]
alarmante	-0.5	1.62788	[-1, 1, -1, 1, -3, 1, -2, -3, 1, 1]
alarmantemente	-2.6	0.91652	[-3, -3, -4, -3, -2, -1, -3, -3, -1, -3]
alarme	-1.4	0.91652	[-1, -1, -2, -2, -2, -2, -1, 1, -2, -2]
alarmes	-1.1	1.04403	[-2, 0, -2, -1, 0, 0, 0, -1, -2, -3]
alarmismo	-0.3	1.26886	[-2, 0, -2, -1, 0, 1, 1, -1, 2, -1]
alarmista	-2.1	0.53852	[-1, -2, -2, -3, -2, -2, -3, -2, -2, -2]
alarmistas	-1.1	1.3	[-1, -2, -3, -2, -1, -2, 1, 1, 0, -2]
alcancando	0.8	0.6	[1, 0, 2, 0, 1, 0, 1, 1, 1, 1]
alcance	0.1	0.3	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]
alegrar	1.9	0.9434	[2, 3, 1, 3, 1, 3, 1, 3, 1, 1]
alegre	1.2	1.16619	[2, 2, -1, 1, 1, 2, 2, 2, -1, 2]
alegremente	2.1	0.83066	[3, 2, 2, 2, 1, 3, 1, 3, 1, 3]
alegria	2.1	0.9434	[3, 2, 1, 2, 3, 4, 1, 2, 1, 2]
alegrias	2.2	0.4	[2, 2, 2, 2, 2, 3, 2, 3, 2, 2]
aleluia	3.0	0.7746	[3, 4, 3, 1, 3, 3, 3, 3, 3, 4]
alergico	-1.2	0.4	[-1, -2, -1, -2, -1, -1, -1, -1, -1, -1]
alerta	1.2	0.87178	[1, 2, 0, 1, 0, 2, 2, 0, 2, 2]
alienacao	-1.1	1.51327	[-3, -2, -3, -1, -2, -1, 2, -1, 1, -1]
alivia	1.3	0.78102	[2, 0, 1, 0, 2, 2, 2, 1, 1, 2]
aliviado	1.2	0.74833	[2, 0, 1, 0, 2, 2, 1, 1, 1, 2]
aliviando	1.5	1.0247	[2, 2, 1, 2, 3, -1, 2, 1, 1, 2]
aliviar	1.0	0.63246	[0, 0, 2, 1, 1, 2, 1, 1, 1, 1]
alivio	2.1	0.53852	[2, 2, 2, 3, 2, 3, 2, 1, 2, 2]
almirante	1.3	1.18743	[0, 0, 1, 3, 3, 2, 2, 0, 2, 0]
almirantes	1.5	0.80623	[2, 2, 0, 2, 2, 0, 1, 2, 2, 2]
alol	2.8	0.74833	[2, 2, 2, 3, 3, 2, 3, 4, 4, 3]
amaciar	0.1	0.53852	[0, 0, 0, 0, 0, -1, 0, 1, 0, 1]
amada	3.3	1.00499	[4, 1, 3, 4, 4, 4, 2, 3, 4, 4]
amado	2.3	0.45826	[2, 2, 3, 2, 2, 2, 2, 3, 3, 2]
amante	2.8	0.87178	[3, 1, 2, 3, 4, 3, 2, 3, 4, 3]
amantes	2.4	1.11355	[2, 3, 2, 4, 4, 1, 1, 3, 3, 1]
amargamente	-2.0	0.63246	[-2, -2, -1, -1, -2, -2, -3, -2, -2, -3]
amargando	-1.2	0.87178	[0, 0, -1, -2, 0, -2, -1, -2, -2, -2]
amargas	-0.4	0.4899	[-1, -1, -1, 0, 0, 0, 0, -1, 0, 0]
amargo	-1.8	0.4	[-2, -2, -2, -1, -2, -2, -1, -2, -2, -2]
amargura	-1.7	0.45826	[-2, -2, -1, -2, -1, -2, -1, -2, -2, -2]
amargurado	-1.8	1.07703	[-1, -1, -3, -1, -2, -4, -2, 0, -2, -2]
amavel	3.0	0.63246	[3, 3, 3, 4, 3, 2, 3, 3, 2, 4]
amazonas	-0.1	0.3	[0, 0, 0, 0, 0, 0, 0, 0, -1, 0]
amazonia	0.7	0.64031	[0, 1, 1, 0, 1, 0, 1, 0, 1, 2]
amazonica	1.0	1.61245	[0, 0, 0, 0, 4, 4, 2, 0, 0, 0]
amazonicas	0.2	0.6	[0, 0, 0, 0, 0, 0, 0, 0, 2, 0]
amazonite	0.2	0.6	[0, 0, 2, 0, 0, 0, 0, 0, 0, 0]
ambicioso	2.1	0.53852	[2, 3, 2, 2, 2, 2, 2, 2, 3, 1]
ambivalente	0.5	0.92195	[0, 0, -1, 2, 1, 1, 1, -1, 1, 1]
ambw	2.9	0.7	[2, 3, 4, 2, 3, 2, 3, 3, 4, 3]
ameaca	-2.2	0.87178	[-3, -3, -2, -1, -1, -2, -3, -1, -3, -3]
ameacada	-1.7	1.48661	[-3, -2, -2, -3, -3, -1, 1, -3, 1, -2]
ameacador	-2.4	0.8	[-3, -3, -2, -3, -2, -1, -3, -1, -3, -3]
ameacadoramente	-2.2	0.6	[-2, -2, -2, -2, -2, -2, -2, -2, -4, -2]
ameacando	-2.5	0.80623	[-1, -2, -2, -3, -4, -3, -3, -2, -2, -3]
ameacar	-1.6	1.56205	[-4, -1, -3, -2, 1, -3, -1, 1, -2, -2]
ameacas	-1.8	0.74833	[-3, -1, -2, -1, -1, -3, -2, -2, -2, -1]
ameacou	-2.0	0.63246	[-2, -2, -3, -2, -2, -1, -2, -3, -1, -2]
amedrontar	-1.4	0.8	[0, -1, -1, -1, -2, -1, -3, -2, -1, -2]
ameias	-0.4	0.66332	[0, 0, 0, 0, 0, -1, -2, 0, -1, 0]
amendoim	-0.5	0.67082	[0, -2, 0, -1, -1, 0, 0, -1, 0, 0]
amigaveis	2.2	0.6	[2, 1, 3, 3, 2, 2, 3, 2, 2, 2]
amigo	1.7	0.78102	[2, 2, 1, 3, 1, 1, 2, 3, 1, 1]
amigos	2.2	0.6	[2, 2, 3, 2, 3, 3, 1, 2, 2, 2]
amistosos	2.2	0.74833	[3, 2, 2, 3, 2, 2, 1, 3, 1, 3]
amizade	1.8	1.07703	[1, 4, 2, 0, 1, 3, 2, 2, 1, 2]
amizades	1.6	0.91652	[2, 1, 1, 0, 3, 2, 2, 3, 1, 1]
aml	3.4	0.66332	[4, 3, 2, 4, 3, 3, 4, 4, 3, 4]
amolamento	-1.3	0.64031	[-2, -2, -2, -1, -2, 0, -1, -1, -1, -1]
amolecido	0.1	0.53852	[0, 1, 0, 1, 0, 0, -1, 0, 0, 0]
amolecimento	0.2	0.74833	[-1, 2, 0, 0, 0, 1, 0, 0, 0, 0]
amor	3.0	0.63246	[3, 3, 2, 4, 3, 2, 4, 3, 3, 3]
amoral	-1.6	0.66332	[-1, -2, 0, -2, -2, -2, -2, -2, -1, -2]
amoralidade	-1.5	0.92195	[0, -1, -1, -2, -1, -3, -1, -3, -2, -1]
amoralidades	-1.2	1.6	[-3, 0, 0, -2, 1, -1, 0, -4, -3, 0]
amoralismo	-0.7	1.34536	[-2, -1, -2, 0, 0, -3, 2, 0, -1, 0]
amoralismos	-0.7	1.00499	[-2, 0, 1, -1, -2, -1, -1, 1, -1, -1]
amoralmente	-1.0	1.61245	[-2, 0, 1, -4, -1, 1, 1, -2, -2, -2]
amordacado	-1.3	1.55242	[-2, -2, -1, -2, 2, -3, -1, -3, 1, -2]
amoretti	0.2	0.4	[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
amorettos	0.3	0.64031	[0, 1, 0, 1, 0, 0, 0, 1, 1, -1]
amorfo	-0.2	0.4	[0, 0, 0, 0, 0, 0, -1, 0, 0, -1]
amorino	1.2	0.87178	[2, 1, 1, 0, 3, 1, 1, 0, 1, 2]
amorista	1.6	1.0198	[3, 0, 0, 2, 2, 1, 3, 1, 2, 2]
amoristas	0.1	0.9434	[0, 2, 0, 0, 1, 0, -2, 0, 0, 0]
amoristico	1.0	1.67332	[1, 0, 2, 3, -1, 3, 1, 3, 0, -2]
amorosa	2.0	0.89443	[2, 3, 1, 2, 0, 2, 2, 3, 3, 2]
amorosamente	2.3	0.78102	[1, 1, 3, 2, 3, 3, 2, 3, 2, 3]
amorosidade	2.7	1.67631	[4, 4, 3, 3, 2, 3, -2, 4, 3, 3]
amoroso	2.3	0.78102	[3, 1, 1, 2, 3, 3, 3, 3, 2, 2]
amorteto	0.6	0.8	[0, 1, 0, 1, 0, 0, 2, 0, 0, 2]
amortiza	0.1	0.83066	[-1, -1, 0, 0, 0, 2, 1, 0, 0, 0]
amortizacao	0.6	1.0198	[0, 0, 0, 0, 1, 0, 0, 0, 3, 2]
amortizacoes	0.2	1.07703	[-1, 1, 0, 0, 1, 0, 2, 1, -2, 0]
amortizado	-2.1	0.83066	[-3, -1, -2, -2, -2, -2, -2, -4, -1, -2]
amortizando	0.8	1.249	[0, 3, 0, 0, 0, 0, 0, 0, 3, 2]
amortizar	0.5	1.43178	[0, 1, 1, 0, -3, 2, 0, 0, 2, 2]
amortizavel	0.5	1.0247	[2, 0, 1, 0, 1, 1, -2, 1, 0, 1]
ampliacao	1.0	0.89443	[2, 3, 1, 0, 0, 1, 1, 1, 0, 1]
ampliacoes	1.2	1.249	[-1, 0, 0, 2, 2, 2, 0, 2, 3, 2]
ampliar	0.7	0.78102	[2, 0, 0, 0, 1, 2, 1, 1, 0, 0]
amusia	0.3	1.48661	[0, -1, 1, -1, 2, 2, -1, -1, -1, 3]
amusias	-0.4	0.66332	[-1, 0, 0, 1, 0, 0, -1, -1, -1, -1]
analfabetismo	-1.9	0.7	[-2, -1, -2, -2, -3, -2, -1, -2, -1, -3]
analgesicos	1.0	0.63246	[1, 1, 1, 1, 2, 0, 2, 0, 1, 1]
anexo	1.2	0.9798	[2, 0, 1, 2, 3, 1, 1, 2, 0, 0]
anexos	1.1	0.7	[1, 1, 2, 0, 2, 1, 2, 0, 1, 1]
anfitriao	1.4	0.4899	[1, 1, 2, 2, 2, 2, 1, 1, 1, 1]
anfitrioes	1.9	0.7	[2, 2, 3, 2, 2, 1, 1, 3, 1, 2]
